Time;Px;Py;Pz;Vx;Vy;Vz;V;Ax;Ay;Az;A
0,01393572;-0,4491889;2,769444;3,937391;0,9986074;18,53583;498,9544;499,299614252153;-0,09986074;-11,66358;-49,89544;51,2406516998764
0,01396887;-0,4478796;2,770058;3,953882;0,9986041;18,53545;498,9528;499,29795306165;-0,09986041;-11,66354;-49,89528;51,2404830733018
0,01400423;-0,4464829;2,770714;3,971473;0,9986005;18,53503;498,951;499,296168964605;-0,09986006;-11,6635;-49,8951;51,2403028688878
0,01403612;-0,4452233;2,771305;3,987337;0,9985974;18,53466;498,9494;499,294569334295;-0,09985974;-11,66347;-49,89494;51,2401383910508
0,01406907;-0,4439218;2,771916;4,003729;0,9985941;18,53428;498,9478;499,292908215357;-0,09985941;-11,66343;-49,89478;51,2399697644908
0,01410267;-0,4425947;2,772538;4,020444;0,9985907;18,53389;498,9461;499,2912163875;-0,09985907;-11,66339;-49,89461;51,2397974233653
0,01413885;-0,4411656;2,773209;4,038444;0,9985871;18,53346;498,9443;499,289401440759;-0,09985872;-11,66335;-49,89443;51,239613287307
0,01417553;-0,4397169;2,773889;4,056689;0,9985834;18,53304;498,9425;499,287555714349;-0,09985834;-11,6633;-49,89425;51,23942521959
0,01420801;-0,4384341;2,774491;4,072846;0,9985802;18,53266;498,9409;499,285925376093;-0,09985802;-11,66327;-49,89408;51,2392570272021
0,01424163;-0,4371062;2,775114;4,089571;0,9985769;18,53226;498,9392;499,284233478455;-0,09985769;-11,66323;-49,89392;51,2390844689978
0,01427413;-0,4358227;2,775716;4,105737;0,9985736;18,53189;498,9376;499,282603069697;-0,09985736;-11,66319;-49,89376;51,2389199911463
0,01430566;-0,4345772;2,7763;4,121424;0,9985704;18,53152;498,936;499,281003653428;-0,09985705;-11,66315;-49,8936;51,2387555133239
0,01434085;-0,4331874;2,776953;4,138928;0,9985669;18,53111;498,9342;499,27921955867;-0,0998567;-11,66311;-49,89342;51,2385753089099
0,01437207;-0,4319543;2,777531;4,154459;0,9985638;18,53074;498,9326;499,277650710203;-0,09985638;-11,66307;-49,89326;51,2384147627171
0,0144074;-0,4305592;2,778186;4,17203;0,9985603;18,53033;498,9309;499,275897112388;-0,09985603;-11,66303;-49,89309;51,2382345583031
0,01451851;-0,4261705;2,780245;4,227305;0,9985492;18,52904;498,9254;499,270298663522;-0,09985492;-11,6629;-49,89254;51,2376664235368
0,01455547;-0,4247108;2,780929;4,245689;0,9985455;18,5286;498,9235;499,268452869019;-0,09985455;-11,66286;-49,89235;51,2374783558197
0,01458856;-0,4234039;2,781543;4,262149;0,9985422;18,52822;498,9218;499,266761256768;-0,09985422;-11,66282;-49,89219;51,2373060147088
0,01462117;-0,4221162;2,782146;4,278368;0,998539;18,52784;498,9202;499,265130779521;-0,0998539;-11,66278;-49,89202;51,2371413197785
0,01465369;-0,4208316;2,782749;4,294548;0,9985357;18,52746;498,9186;499,263500373142;-0,09985358;-11,66275;-49,89186;51,2369729103118
0,01468668;-0,4195289;2,78336;4,310955;0,9985324;18,52707;498,917;499,26183932891;-0,09985324;-11,66271;-49,8917;51,236804500816
0,01472667;-0,4179494;2,784101;4,330848;0,9985284;18,52661;498,915;499,259839707731;-0,09985285;-11,66266;-49,8915;51,2366007065365
0,01476106;-0,4165912;2,784738;4,347954;0,998525;18,52621;498,9132;499,258086537114;-0,0998525;-11,66262;-49,89133;51,2364244337667
0,01479242;-0,4153526;2,785319;4,363554;0,9985219;18,52584;498,9117;499,256517620398;-0,09985219;-11,66258;-49,89117;51,236263887574
0,01482703;-0,4139857;2,78596;4,38077;0,9985184;18,52544;498,91;499,25479487594;-0,09985184;-11,66254;-49,891;51,23608368316
0,01485963;-0,4126981;2,786565;4,396988;0,9985151;18,52506;498,9083;499,253133903576;-0,09985152;-11,66251;-49,89083;51,235919205323
0,01489354;-0,4113591;2,787193;4,413853;0,9985117;18,52466;498,9066;499,251441939274;-0,09985118;-11,66247;-49,89066;51,2357429325533
0,01492891;-0,4099622;2,787848;4,431447;0,9985082;18,52425;498,9049;499,249657848511;-0,09985083;-11,66243;-49,89049;51,2355627281393
0,01496066;-0,4087082;2,788436;4,44724;0,9985051;18,52388;498,9033;499,24805822388;-0,09985051;-11,66239;-49,89033;51,2354019648532
0,01499633;-0,4072994;2,789097;4,464983;0,9985015;18,52346;498,9015;499,246273991918;-0,09985015;-11,66235;-49,89015;51,235217828795
0,0150284;-0,4060328;2,789691;4,480936;0,9984983;18,52309;498,8999;499,244643800311;-0,09984983;-11,66231;-49,88999;51,235053350958
0,01506166;-0,4047193;2,790307;4,497479;0,998495;18,5227;498,8983;499,242982616917;-0,0998495;-11,66227;-49,88983;51,2348849414768
0,01509329;-0,4034702;2,790893;4,513212;0,9984918;18,52233;498,8967;499,241383063866;-0,09984918;-11,66223;-49,88967;51,2347204636398
0,01512882;-0,4020669;2,791551;4,530885;0,9984882;18,52192;498,8949;499,239598903578;-0,09984883;-11,66219;-49,88949;51,234540042147
0,01516283;-0,4007237;2,792181;4,547803;0,9984848;18,52152;498,8932;499,237906870271;-0,09984849;-11,66215;-49,88932;51,234363986456
0,01519576;-0,3994234;2,792791;4,564181;0,9984816;18,52114;498,8916;499,236245829258;-0,09984816;-11,66211;-49,88916;51,2341955769748
0,01522788;-0,3981549;2,793386;4,580158;0,9984784;18,52076;498,89;499,234615638879;-0,09984784;-11,66208;-49,889;51,234030882059
0,01525828;-0,3969541;2,793949;4,595281;0,9984753;18,52041;498,8885;499,233108142677;-0,09984753;-11,66204;-49,88884;51,2338742675106
0,01529087;-0,3956671;2,794552;4,611491;0,9984721;18,52003;498,8868;499,231447173143;-0,09984721;-11,662;-49,88868;51,2337095725948
0,01532876;-0,3941711;2,795254;4,630333;0,9984683;18,51959;498,8849;499,229540037103;-0,09984683;-11,66196;-49,88849;51,2335138586826
0,01536303;-0,3928173;2,795889;4,647383;0,9984649;18,51919;498,8832;499,227817367085;-0,09984649;-11,66192;-49,88832;51,2333375859128
0,01539607;-0,3915126;2,7965;4,663815;0,9984616;18,5188;498,8816;499,226156256585;-0,09984616;-11,66188;-49,88816;51,2331691764316
0,01542929;-0,3902007;2,797116;4,680339;0,9984583;18,51841;498,8799;499,224495075423;-0,09984583;-11,66184;-49,88799;51,233000549857
0,01546057;-0,3889653;2,797695;4,695899;0,9984552;18,51805;498,8784;499,222926233503;-0,09984551;-11,66181;-49,88784;51,2328400036643
0,01549463;-0,3876204;2,798326;4,712837;0,9984517;18,51765;498,8766;499,221203705738;-0,09984518;-11,66177;-49,88766;51,2326637309091
0,01553294;-0,3861075;2,799035;4,731893;0,9984479;18,5172;498,8748;499,219296288185;-0,09984479;-11,66172;-49,88747;51,2324677999035
0,01556396;-0,3848823;2,799609;4,747324;0,9984448;18,51684;498,8732;499,217727588382;-0,09984449;-11,66168;-49,88732;51,2323109682763
0,0155969;-0,3835815;2,800219;4,763708;0,9984415;18,51646;498,8716;499,216066479159;-0,09984416;-11,66165;-49,88716;51,2321425587951
0,01562993;-0,3822773;2,800831;4,780134;0,9984382;18,51607;498,8699;499,214405370147;-0,09984382;-11,66161;-49,88699;51,2319704347484
0,01566357;-0,3809488;2,801454;4,796865;0,9984348;18,51568;498,8682;499,212713552357;-0,09984349;-11,66157;-49,88682;51,2317980936229
0,01569691;-0,379632;2,802071;4,813451;0,9984316;18,51529;498,8666;499,211052302284;-0,09984315;-11,66153;-49,88666;51,2316294670483
0,01573382;-0,3781747;2,802754;4,831806;0,9984279;18,51486;498,8647;499,209176019655;-0,09984279;-11,66149;-49,88647;51,2314413993458
0,01576625;-0,376894;2,803355;4,847935;0,9984246;18,51448;498,8631;499,207545690992;-0,09984247;-11,66145;-49,88631;51,2312729898791
0,01579998;-0,375562;2,803979;4,864712;0,9984213;18,51409;498,8614;499,205853803462;-0,09984212;-11,66141;-49,88614;51,2311006487391
0,01583754;-0,3740787;2,804675;4,883394;0,9984175;18,51365;498,8596;499,203977238499;-0,09984175;-11,66137;-49,88596;51,2309086493923
0,01586975;-0,3728067;2,805271;4,899415;0,9984143;18,51328;498,8579;499,202346981337;-0,09984143;-11,66133;-49,8858;51,2307439544765
0,01590378;-0,3714629;2,805901;4,91634;0,9984109;18,51288;498,8562;499,200624456368;-0,09984109;-11,66129;-49,88562;51,2305678987856
0,01593989;-0,3700367;2,80657;4,934302;0,9984073;18,51246;498,8544;499,198809522161;-0,09984073;-11,66125;-49,88544;51,2303837627273
0,01605842;-0,3653563;2,808764;4,993252;0,9983954;18,51108;498,8485;499,192872459902;-0,09983955;-11,66111;-49,88485;51,2297765285972
0,01609141;-0,3640532;2,809375;5,009664;0,9983922;18,51069;498,8469;499,191211353824;-0,09983922;-11,66107;-49,88469;51,2296079020372
0,01612815;-0,3626025;2,810055;5,027935;0,9983885;18,51026;498,8451;499,189365641253;-0,09983885;-11,66103;-49,88451;51,2294198343346
0,01616457;-0,3611646;2,810729;5,046046;0,9983848;18,50984;498,8432;499,187520141235;-0,09983849;-11,66098;-49,88432;51,2292319837109
0,01619766;-0,3598575;2,811341;5,062508;0,9983816;18,50945;498,8416;499,185858965109;-0,09983815;-11,66094;-49,88416;51,2290633571364
0,01622877;-0,3586291;2,811917;5,077979;0,9983785;18,50909;498,84;499,184290198534;-0,09983785;-11,66091;-49,884;51,2289028109582
0,01626036;-0,3573819;2,812502;5,093688;0,9983753;18,50872;498,8385;499,182721219862;-0,09983753;-11,66087;-49,88385;51,2287422647509
0,01629164;-0,3561467;2,813081;5,109245;0,9983721;18,50836;498,8369;499,181121886289;-0,09983722;-11,66084;-49,88369;51,2285817185727
0,01633137;-0,3545778;2,813816;5,129005;0,9983682;18,50789;498,8349;499,179122419064;-0,09983682;-11,66079;-49,88349;51,2283779242787
0,01636354;-0,3533074;2,814411;5,145006;0,998365;18,50752;498,8333;499,177522661495;-0,0998365;-11,66075;-49,88333;51,2282134464417
0,01639658;-0,3520025;2,815023;5,16144;0,9983617;18,50713;498,8317;499,175861557359;-0,09983617;-11,66071;-49,88317;51,2280448198817
0,01642826;-0,3507516;2,815609;5,177196;0,9983585;18,50677;498,8301;499,174262083173;-0,09983585;-11,66068;-49,88301;51,2278803420447
0,01646001;-0,3494979;2,816197;5,192986;0,9983553;18,50639;498,8285;499,172662467634;-0,09983554;-11,66064;-49,88285;51,227719795852
0,01649281;-0,3482028;2,816804;5,209297;0,9983521;18,50601;498,8269;499,171032002073;-0,09983521;-11,6606;-49,88269;51,2275513863707
0,01652946;-0,3467557;2,817482;5,227524;0,9983484;18,50558;498,825;499,169186363177;-0,09983484;-11,66056;-49,8825;51,2273633186682
0,01656201;-0,3454704;2,818084;5,243711;0,9983452;18,50521;498,8234;499,167525472344;-0,09983452;-11,66052;-49,88234;51,2271986237379
0,01659501;-0,3441674;2,818695;5,260123;0,9983419;18,50482;498,8217;499,16586436935;-0,09983419;-11,66048;-49,88218;51,2270264997058
0,01662699;-0,3429044;2,819287;5,27603;0,9983387;18,50445;498,8202;499,164264754955;-0,09983387;-11,66045;-49,88202;51,2268657364197
0,0166606;-0,3415774;2,819909;5,292743;0,9983353;18,50406;498,8185;499,162572872891;-0,09983353;-11,66041;-49,88185;51,2266931782154
0,01669151;-0,3403566;2,820481;5,308119;0,9983323;18,50369;498,817;499,161034676448;-0,09983323;-11,66037;-49,88169;51,226532849116
0,01672786;-0,3389214;2,821153;5,326196;0,9983286;18,50327;498,8151;499,15918918036;-0,09983286;-11,66033;-49,88152;51,2263484959645
0,01675891;-0,3376952;2,821728;5,34164;0,9983255;18,50291;498,8136;499,157650913497;-0,09983255;-11,66029;-49,88136;51,2261879497717
0,01678989;-0,3364719;2,822301;5,357047;0,9983224;18,50255;498,812;499,156082220978;-0,09983224;-11,66025;-49,88121;51,2260311181445
0,01682471;-0,3350973;2,822945;5,37436;0,998319;18,50214;498,8103;499,154328851865;-0,09983189;-11,66021;-49,88103;51,2258511308093
0,01685653;-0,3338407;2,823534;5,390186;0,9983158;18,50177;498,8087;499,152729238762;-0,09983158;-11,66018;-49,88087;51,2256866529868
0,01689021;-0,3325107;2,824157;5,406938;0,9983124;18,50138;498,807;499,151037358308;-0,09983124;-11,66014;-49,8807;51,2255143118468
0,01692629;-0,3310861;2,824825;5,42488;0,9983088;18,50096;498,8052;499,149222501545;-0,09983088;-11,6601;-49,88052;51,2253301757886
0,01696078;-0,3297241;2,825463;5,442035;0,9983054;18,50056;498,8035;499,147499771403;-0,09983054;-11,66006;-49,88035;51,22515368594
0,01699603;-0,3283325;2,826115;5,459561;0,9983019;18,50014;498,8018;499,145715765383;-0,09983019;-11,66001;-49,88018;51,224973481526
0,0170269;-0,3271133;2,826686;5,474917;0,9982988;18,49978;498,8002;499,144177570821;-0,09982987;-11,65998;-49,88002;51,224816866963
0,01705777;-0,3258947;2,827257;5,490265;0,9982957;18,49942;498,7987;499,142608879894;-0,09982957;-11,65994;-49,87987;51,2246563207848
0,01708906;-0,324659;2,827836;5,505828;0,9982926;18,49906;498,7971;499,141040047771;-0,09982926;-11,65991;-49,87971;51,2244957745921
0,0171256;-0,3232161;2,828512;5,524;0,9982889;18,49863;498,7953;499,13919441308;-0,09982889;-11,65986;-49,87953;51,2243114214405
0,01716256;-0,3217568;2,829195;5,54238;0,9982852;18,4982;498,7935;499,137348707841;-0,09982853;-11,65982;-49,87934;51,2241196391871
0,01719362;-0,3205307;2,82977;5,557825;0,9982821;18,49784;498,7919;499,135779947034;-0,09982821;-11,65978;-49,87919;51,2239628075453
0,01722803;-0,319172;2,830406;5,574936;0,9982787;18,49744;498,7902;499,134057218551;-0,09982787;-11,65974;-49,87902;51,2237865347755
0,01725853;-0,3179675;2,830971;5,590106;0,9982756;18,49708;498,7887;499,132519237544;-0,09982757;-11,65971;-49,87887;51,2236297031483
0,01728952;-0,316744;2,831544;5,605516;0,9982725;18,49672;498,7871;499,130950477311;-0,09982725;-11,65967;-49,87871;51,2234691569556
0,01732684;-0,3152703;2,832234;5,624078;0,9982688;18,49629;498,7852;499,129074064635;-0,09982688;-11,65963;-49,87852;51,2232773746876
0,01735882;-0,3140079;2,832826;5,639977;0,9982656;18,49591;498,7837;499,127474454618;-0,09982657;-11,65959;-49,87837;51,2231166114161
0,01739073;-0,3127476;2,833416;5,65585;0,9982625;18,49554;498,7821;499,125874844915;-0,09982625;-11,65955;-49,87821;51,2229521335791
0,01742476;-0,3114042;2,834045;5,672771;0,9982591;18,49515;498,7804;499,124152329895;-0,0998259;-11,65951;-49,87804;51,2227758608094
0,01745812;-0,3100869;2,834662;5,689362;0,9982557;18,49476;498,7787;499,122491091039;-0,09982558;-11,65948;-49,87787;51,2226072342493
0,01757181;-0,3055982;2,836765;5,745896;0,9982443;18,49343;498,773;499,116769589777;-0,09982444;-11,65934;-49,8773;51,2220235899848
0,01761128;-0,3040398;2,837495;5,765524;0,9982404;18,49297;498,7711;499,114770273689;-0,09982404;-11,6593;-49,87711;51,2218237273349
0,01764608;-0,3026655;2,838139;5,782833;0,998237;18,49257;498,7693;499,113047406648;-0,0998237;-11,65926;-49,87693;51,2216437400143
0,01768065;-0,3013006;2,838778;5,800024;0,9982335;18,49216;498,7676;499,111294113945;-0,09982335;-11,65922;-49,87676;51,2214672501512
0,01771317;-0,3000166;2,839379;5,816195;0,9982303;18,49178;498,766;499,109663797539;-0,09982303;-11,65918;-49,8766;51,2212990577633
0,01774923;-0,2985932;2,840046;5,834124;0,9982266;18,49136;498,7642;499,10784887581;-0,09982267;-11,65914;-49,87642;51,2211147046262
0,01778194;-0,2973014;2,840651;5,850394;0,9982234;18,49098;498,7626;499,106218418383;-0,09982234;-11,6591;-49,87626;51,220946295145
0,01781427;-0,2960249;2,841249;5,866471;0,9982201;18,4906;498,761;499,104588173271;-0,09982201;-11,65906;-49,87609;51,2207818172935
0,01784844;-0,294676;2,84188;5,88346;0,9982167;18,49021;498,7592;499,102865590361;-0,09982168;-11,65902;-49,87592;51,2206055445383
0,01787954;-0,2934481;2,842455;5,898926;0,9982136;18,48984;498,7577;499,101296833656;-0,09982137;-11,65898;-49,87577;51,2204487128965
0,01791114;-0,2922005;2,84304;5,914639;0,9982105;18,48948;498,7561;499,099697368472;-0,09982105;-11,65895;-49,87561;51,2202844521528
0,017946;-0,2908239;2,843684;5,931976;0,998207;18,48907;498,7544;499,097943936222;-0,0998207;-11,65891;-49,87544;51,2201079622898
0,01797859;-0,2895375;2,844287;5,948179;0,9982038;18,48869;498,7527;499,096313550693;-0,09982038;-11,65887;-49,87527;51,2199395528085
0,01801499;-0,2881004;2,84496;5,966279;0,9982001;18,48826;498,7509;499,094498560158;-0,09982001;-11,65883;-49,8751;51,2197554167358
0,01804824;-0,2867875;2,845574;5,982815;0,9981968;18,48788;498,7493;499,092806899184;-0,09981968;-11,65879;-49,87493;51,2195830756248
0,01808153;-0,2854732;2,84619;5,999368;0,9981935;18,48749;498,7476;499,09114566446;-0,09981935;-11,65875;-49,87476;51,2194144490502
0,01811211;-0,2842657;2,846756;6,014576;0,9981904;18,48713;498,7461;499,089607617677;-0,09981904;-11,65871;-49,87461;51,2192578345018
0,0181538;-0,28262;2,847526;6,035304;0,9981863;18,48664;498,744;499,087515826505;-0,09981862;-11,65866;-49,8744;51,2190424623682
0,01818658;-0,2813256;2,848132;6,051606;0,998183;18,48626;498,7424;499,085854875057;-0,0998183;-11,65863;-49,87424;51,2188740529015
0,01821868;-0,2800584;2,848725;6,067567;0,9981798;18,48589;498,7408;499,084255199675;-0,09981798;-11,65859;-49,87408;51,2187095750646
0,01825;-0,2788218;2,849304;6,083141;0,9981767;18,48552;498,7392;499,082686303891;-0,09981767;-11,65855;-49,87392;51,218548811793
0,01828067;-0,277611;2,849871;6,098391;0,9981736;18,48517;498,7377;499,081117761524;-0,09981737;-11,65852;-49,87377;51,2183921972446
0,01831204;-0,2763723;2,850451;6,113993;0,9981705;18,4848;498,7361;499,079548866116;-0,09981705;-11,65848;-49,87361;51,2182314339586
0,01834679;-0,2750005;2,851094;6,13127;0,998167;18,4844;498,7344;499,077795577737;-0,0998167;-11,65844;-49,87344;51,2180551611888
0,01837873;-0,2737396;2,851684;6,147151;0,9981638;18,48402;498,7328;499,076195903465;-0,09981638;-11,6584;-49,87328;51,2178906833518
0,01840986;-0,2725105;2,852259;6,162631;0,9981607;18,48366;498,7312;499,074627149932;-0,09981607;-11,65837;-49,87312;51,2177301371591
0,01844002;-0,2713197;2,852817;6,177629;0,9981577;18,48331;498,7297;499,0731198137;-0,09981577;-11,65833;-49,87297;51,2175772371761
0,01847167;-0,2700703;2,853402;6,193366;0,9981545;18,48294;498,7281;499,071520281281;-0,09981546;-11,65829;-49,87282;51,2174164739046
0,0185102;-0,268549;2,854114;6,212526;0,9981507;18,48249;498,7262;499,069582389235;-0,09981507;-11,65825;-49,87262;51,2172168283481
0,01854481;-0,2671826;2,854754;6,229735;0,9981472;18,48209;498,7245;499,067859598881;-0,09981473;-11,65821;-49,87245;51,2170405555784
0,01857606;-0,2659492;2,855331;6,245271;0,9981441;18,48172;498,723;499,066290775588;-0,09981441;-11,65817;-49,8723;51,2168800093857
0,01860638;-0,264752;2,855891;6,260348;0,9981411;18,48137;498,7214;499,064752873223;-0,09981411;-11,65814;-49,87215;51,2167271093881
0,01863768;-0,2635163;2,85647;6,275912;0,998138;18,481;498,7199;499,0631840503;-0,0998138;-11,6581;-49,87199;51,2165663461166
0,01867647;-0,2619849;2,857187;6,295199;0,9981341;18,48055;498,718;499,061246018103;-0,09981341;-11,65806;-49,8718;51,2163667005601
0,01870809;-0,2607368;2,857771;6,31092;0,9981309;18,48018;498,7164;499,059646487128;-0,0998131;-11,65802;-49,87164;51,2162059372886
0,01874498;-0,2592801;2,858453;6,329267;0,9981273;18,47975;498,7145;499,05780079323;-0,09981272;-11,65798;-49,87145;51,2160141550206
0,01877717;-0,2580095;2,859048;6,345269;0,9981241;18,47938;498,7129;499,056170554086;-0,0998124;-11,65794;-49,87129;51,2158496771837
0,01881049;-0,2566939;2,859663;6,361839;0,9981207;18,47899;498,7113;499,054509323938;-0,09981208;-11,6579;-49,87113;51,2156810506236
0,01884795;-0,255215;2,860356;6,380466;0,998117;18,47855;498,7094;499,052602354853;-0,0998117;-11,65786;-49,87094;51,2154890512768
0,01888094;-0,2539129;2,860965;6,396865;0,9981137;18,47817;498,7077;499,050941337148;-0,09981137;-11,65782;-49,87078;51,2153206417811
0,01891173;-0,2526973;2,861534;6,412175;0,9981106;18,47781;498,7062;499,049403224452;-0,09981106;-11,65778;-49,87062;51,2151600956029
0,01894562;-0,2513593;2,86216;6,429028;0,9981073;18,47741;498,7045;499,047711216097;-0,09981073;-11,65774;-49,87045;51,2149877544774
0,01897946;-0,2500233;2,862786;6,445854;0,9981039;18,47702;498,7028;499,045988852491;-0,09981038;-11,6577;-49,87029;51,2148154133374
0,01909331;-0,2455289;2,864889;6,502461;0,9980925;18,47569;498,6971;499,040267313916;-0,09980925;-11,65757;-49,86972;51,2142315520085
0,01912956;-0,2440978;2,865559;6,520486;0,9980889;18,47527;498,6953;499,038452331304;-0,09980889;-11,65753;-49,86954;51,2140474159358
0,0191638;-0,2427461;2,866192;6,53751;0,9980854;18,47487;498,6936;499,036729756933;-0,09980854;-11,65749;-49,86937;51,213871143166
0,01919916;-0,2413504;2,866845;6,555088;0,9980819;18,47446;498,6919;499,034945695197;-0,09980819;-11,65745;-49,86919;51,213690938752
0,01923405;-0,2399731;2,867489;6,572436;0,9980785;18,47405;498,6901;499,033192342246;-0,09980784;-11,6574;-49,86901;51,213510734338
0,01926562;-0,2387265;2,868073;6,588137;0,9980753;18,47368;498,6886;499,031623381885;-0,09980753;-11,65737;-49,86886;51,2133501881453
0,01929816;-0,2374419;2,868674;6,604316;0,998072;18,4733;498,687;499,029993004636;-0,0998072;-11,65733;-49,86869;51,2131817786641
0,01933725;-0,235899;2,869396;6,623749;0,9980682;18,47285;498,685;499,028024339564;-0,09980682;-11,65728;-49,8685;51,2129819160288
0,01936797;-0,2346861;2,869963;6,639026;0,9980651;18,47249;498,6835;499,026486229575;-0,09980651;-11,65725;-49,86835;51,2128253014803
0,01939888;-0,2334659;2,870534;6,654393;0,998062;18,47213;498,6819;499,024917552682;-0,0998062;-11,65721;-49,86819;51,2126647552876
0,01943339;-0,2321037;2,871172;6,67155;0,9980586;18,47173;498,6802;499,02319483888;-0,09980585;-11,65717;-49,86802;51,2124884825178
0,01946517;-0,2308492;2,871759;6,68735;0,9980554;18,47136;498,6786;499,02159531253;-0,09980554;-11,65714;-49,86786;51,2123277192463
0,01950336;-0,2293416;2,872464;6,706338;0,9980516;18,47091;498,6767;499,019657569036;-0,09980516;-11,65709;-49,86767;51,2121317882553
0,01954022;-0,2278863;2,873145;6,724667;0,9980479;18,47048;498,6749;499,017811810061;-0,09980479;-11,65705;-49,86749;51,2119437205382
0,01957382;-0,2265602;2,873766;6,741369;0,9980446;18,47009;498,6732;499,016120017624;-0,09980445;-11,65701;-49,86732;51,2117713794127
0,01960658;-0,2252671;2,874371;6,757656;0,9980413;18,46971;498,6716;499,014489571713;-0,09980413;-11,65697;-49,86716;51,2116029699315
0,01964035;-0,2239341;2,874995;6,774446;0,9980379;18,46931;498,6699;499,012797638397;-0,09980379;-11,65693;-49,86699;51,211430628806
0,01967941;-0,222392;2,875716;6,793867;0,998034;18,46886;498,6679;499,010829046496;-0,0998034;-11,65689;-49,86679;51,2112307661707
0,01971038;-0,2211695;2,876288;6,809265;0,9980309;18,4685;498,6664;499,009260300743;-0,09980309;-11,65685;-49,86664;51,211070219978
0,01974491;-0,2198064;2,876926;6,826432;0,9980274;18,4681;498,6647;499,007537589015;-0,09980275;-11,65681;-49,86647;51,2108939472083
0,0197773;-0,2185276;2,877524;6,842539;0,9980242;18,46772;498,6631;499,005907285483;-0,09980243;-11,65677;-49,86631;51,2107292522925
0,01981453;-0,2170583;2,878211;6,861045;0,9980205;18,46729;498,6612;499,004030961264;-0,09980205;-11,65673;-49,86612;51,2105374700245
0,01984852;-0,2157165;2,878839;6,877944;0,9980171;18,46689;498,6595;499,002308462107;-0,09980171;-11,65669;-49,86595;51,2103649118057
0,01988114;-0,2144287;2,879441;6,894164;0,9980139;18,46651;498,6579;499,000678088516;-0,09980138;-11,65665;-49,86579;51,2101965023245
0,0199124;-0,213195;2,880019;6,909702;0,9980108;18,46614;498,6563;498,999109273386;-0,09980108;-11,65661;-49,86563;51,2100359561463
0,01994887;-0,2117553;2,880692;6,927835;0,9980071;18,46572;498,6545;498,997263729195;-0,09980071;-11,65657;-49,86545;51,2098518200735
0,019982;-0,2104473;2,881304;6,944309;0,9980038;18,46533;498,6528;498,995602577174;-0,09980038;-11,65653;-49,86528;51,209679478948
0,02001364;-0,2091987;2,881888;6,960036;0,9980006;18,46496;498,6513;498,994033621372;-0,09980007;-11,6565;-49,86513;51,2095187156765
0,02004495;-0,2079625;2,882466;6,975605;0,9979975;18,4646;498,6497;498,992434310424;-0,09979975;-11,65646;-49,86497;51,2093581694838
0,02007624;-0,2067274;2,883044;6,991161;0,9979944;18,46423;498,6481;498,990865425583;-0,09979944;-11,65642;-49,86481;51,2091976232911
0,02010694;-0,2055156;2,883611;7,006424;0,9979913;18,46388;498,6466;498,989327390673;-0,09979913;-11,65639;-49,86466;51,2090407916638
0,02014518;-0,2040063;2,884317;7,025433;0,9979875;18,46343;498,6447;498,987420077924;-0,09979875;-11,65634;-49,86447;51,2088450777516
0,02018188;-0,2025573;2,884995;7,043683;0,9979839;18,463;498,6429;498,985574464794;-0,09979839;-11,6563;-49,86429;51,2086570100491
0,02021434;-0,2012761;2,885594;7,059818;0,9979806;18,46263;498,6413;498,983944163868;-0,09979806;-11,65626;-49,86412;51,2084886005678
0,02024572;-0,2000377;2,886173;7,075417;0,9979775;18,46226;498,6397;498,982344783552;-0,09979775;-11,65623;-49,86397;51,2083280543751
0,02028001;-0,198684;2,886806;7,092465;0,997974;18,46186;498,638;498,980622145958;-0,09979741;-11,65619;-49,8638;51,2081554961563
0,02031306;-0,1973796;2,887416;7,108895;0,9979708;18,46147;498,6363;498,978961066745;-0,09979708;-11,65615;-49,86363;51,2079831550453
0,02035047;-0,1959027;2,888107;7,127497;0,997967;18,46104;498,6345;498,977084675668;-0,0997967;-11,6561;-49,86345;51,2077950873283
0,02038165;-0,1946719;2,888683;7,142998;0,9979639;18,46067;498,6329;498,975515863363;-0,09979639;-11,65607;-49,86329;51,2076345411356
0,02041336;-0,1934204;2,889268;7,158761;0,9979607;18,4603;498,6313;498,973916342808;-0,09979608;-11,65603;-49,86313;51,2074700633131
0,02044673;-0,1921032;2,889884;7,175351;0,9979574;18,45992;498,6297;498,972255123197;-0,09979574;-11,65599;-49,86297;51,2073014367386
0,02048248;-0,190692;2,890544;7,193125;0,9979538;18,4595;498,6279;498,970440432316;-0,09979539;-11,65595;-49,86279;51,2071173006803
0,02059473;-0,1862612;2,892616;7,248929;0,9979426;18,45819;498,6223;498,964811122539;-0,09979427;-11,65582;-49,86223;51,2065415197188
0,02063095;-0,1848318;2,893285;7,266933;0,9979391;18,45777;498,6205;498,962996221001;-0,0997939;-11,65578;-49,86205;51,206357383646
0,0206641;-0,1835233;2,893896;7,283413;0,9979357;18,45738;498,6188;498,961335073347;-0,09979358;-11,65574;-49,86189;51,2061887570859
0,02069782;-0,1821924;2,894519;7,300175;0,9979324;18,45699;498,6172;498,959643217612;-0,09979324;-11,6557;-49,86172;51,2060164159604
0,0207332;-0,180796;2,895172;7,317763;0,9979289;18,45658;498,6154;498,95785916631;-0,09979288;-11,65566;-49,86154;51,205832496981
0,02076431;-0,1795679;2,895746;7,333231;0,9979257;18,45621;498,6138;498,956290426743;-0,09979258;-11,65562;-49,86139;51,2056756653537
